name,product_type,price,price_excl_tax,price_incl_tax,Availability,catagory
Heir to the Sky,Books,£44.07,£44.07,£44.07,In stock (3 available),Fantasy
Seven Brief Lessons on Physics,Books,£30.60,£30.60,£30.60,In stock (3 available),Science
Holidays on Ice,Books,£51.07,£51.07,£51.07,In stock (3 available),Humor
Gone Girl,Books,£37.60,£37.60,£37.60,In stock (3 available),Default
Horrible Bear!,Books,£37.52,£37.52,£37.52,In stock (3 available),Childrens
House of Leaves,Books,£54.89,£54.89,£54.89,In stock (3 available),Horror
"House of Lost Worlds: Dinosaurs, Dynasties, and the Story of Life on Earth",Books,£43.70,£43.70,£43.70,In stock (3 available),History
Hungry Girl Clean & Hungry: Easy All-Natural Recipes for Healthy Eating in the Real World,Books,£33.14,£33.14,£33.14,In stock (3 available),Food and Drink
I've Got Your Number,Books,£19.69,£19.69,£19.69,In stock (3 available),Womens Fiction
If I Run (If I Run #1),Books,£49.97,£49.97,£49.97,In stock (3 available),Christian Fiction
Inferno (Robert Langdon #4),Books,£41.00,£41.00,£41.00,In stock (3 available),Fiction
Into the Wild,Books,£56.70,£56.70,£56.70,In stock (3 available),Nonfiction
Is Everyone Hanging Out Without Me? (And Other Concerns),Books,£20.11,£20.11,£20.11,In stock (3 available),Default
It's Never Too Late to Begin Again: Discovering Creativity and Meaning at Midlife and Beyond,Books,£42.38,£42.38,£42.38,In stock (3 available),Nonfiction
Jurassic Park (Jurassic Park #1),Books,£44.97,£44.97,£44.97,In stock (3 available),Fiction
I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,Books,£28.88,£28.88,£28.88,In stock (3 available),Nonfiction
Seven Days in the Art World,Books,£52.33,£52.33,£52.33,In stock (3 available),Add a comment
"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",Books,£28.85,£28.85,£28.85,In stock (3 available),Nonfiction
Dark Places,Books,£23.90,£23.90,£23.90,In stock (3 available),Default
Darkfever (Fever #1),Books,£56.02,£56.02,£56.02,In stock (3 available),Fantasy
"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",Books,£17.81,£17.81,£17.81,In stock (3 available),Default
Cosmos,Books,£36.17,£36.17,£36.17,In stock (3 available),Add a comment
Crazy Rich Asians (Crazy Rich Asians #1),Books,£49.13,£49.13,£49.13,In stock (3 available),Fiction
Disrupted: My Misadventure in the Start-Up Bubble,Books,£15.28,£15.28,£15.28,In stock (3 available),Nonfiction
Do Androids Dream of Electric Sheep? (Blade Runner #1),Books,£51.48,£51.48,£51.48,In stock (3 available),Science Fiction
Dracula,Books,£52.62,£52.62,£52.62,In stock (3 available),Default
Dune (Dune #1),Books,£54.86,£54.86,£54.86,In stock (3 available),Science Fiction
Eclipse (Twilight #3),Books,£18.74,£18.74,£18.74,In stock (3 available),Default
Counting Thyme,Books,£10.62,£10.62,£10.62,In stock (3 available),Childrens
Eragon (The Inheritance Cycle #1),Books,£43.87,£43.87,£43.87,In stock (3 available),Fantasy
Dead Wake: The Last Crossing of the Lusitania,Books,£39.24,£39.24,£39.24,In stock (3 available),Default
Extreme Prey (Lucas Davenport #26),Books,£25.40,£25.40,£25.40,In stock (3 available),Mystery
Fellside,Books,£38.62,£38.62,£38.62,In stock (3 available),Default
Fifty Shades Freed (Fifty Shades #3),Books,£15.36,£15.36,£15.36,In stock (3 available),Adult Fiction
Fire Bound (Sea Haven/Sisters of the Heart #5),Books,£21.28,£21.28,£21.28,In stock (3 available),Add a comment
"Friday Night Lights: A Town, a Team, and a Dream",Books,£51.22,£51.22,£51.22,In stock (3 available),Sports and Games
Girl in the Blue Coat,Books,£46.83,£46.83,£46.83,In stock (3 available),Historical Fiction
Ash,Books,£22.06,£22.06,£22.06,In stock (3 available),Fantasy
Awkward,Books,£38.02,£38.02,£38.02,In stock (3 available),Sequential Art
Are We Smart Enough to Know How Smart Animals Are?,Books,£56.58,£56.58,£56.58,In stock (3 available),Nonfiction
Are We There Yet?,Books,£10.66,£10.66,£10.66,In stock (3 available),Childrens
Beautiful Creatures (Caster Chronicles #1),Books,£21.55,£21.55,£21.55,In stock (3 available),Default
"Fruits Basket, Vol. 3 (Fruits Basket #3)",Books,£45.17,£45.17,£45.17,In stock (3 available),Sequential Art
Beowulf,Books,£38.35,£38.35,£38.35,In stock (3 available),Classics
Best of My Love (Fool's Gold #20),Books,£27.41,£27.41,£27.41,In stock (3 available),Romance
Between Shades of Gray,Books,£20.79,£20.79,£20.79,In stock (3 available),Historical Fiction
Big Little Lies,Books,£22.11,£22.11,£22.11,In stock (3 available),Fiction
"Black Butler, Vol. 1 (Black Butler #1)",Books,£49.31,£49.31,£49.31,In stock (3 available),Sequential Art
Black Flags: The Rise of ISIS,Books,£40.87,£40.87,£40.87,In stock (3 available),Nonfiction
Blink: The Power of Thinking Without Thinking,Books,£21.74,£21.74,£21.74,In stock (3 available),Nonfiction
Boy Meets Boy,Books,£21.12,£21.12,£21.12,In stock (3 available),Young Adult
Brave Enough,Books,£51.32,£51.32,£51.32,In stock (3 available),Nonfiction
Breaking Dawn (Twilight #4),Books,£35.28,£35.28,£35.28,In stock (3 available),Default
Career of Evil (Cormoran Strike #3),Books,£24.72,£24.72,£24.72,In stock (3 available),Mystery
Catastrophic Happiness: Finding Joy in Childhood's Messy Years,Books,£37.35,£37.35,£37.35,In stock (3 available),Parenting
Girl Online On Tour (Girl Online #2),Books,£53.47,£53.47,£53.47,In stock (2 available),Young Adult
H is for Hawk,Books,£57.42,£57.42,£57.42,In stock (2 available),Nonfiction
"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",Books,£27.35,£27.35,£27.35,In stock (3 available),Nonfiction
Kindle Paperwhite User's Guide,Books,£34.00,£34.00,£34.00,In stock (2 available),Nonfiction
Life,Books,£31.58,£31.58,£31.58,In stock (2 available),Music
New Moon (Twilight #2),Books,£12.86,£12.86,£12.86,In stock (2 available),Young Adult
"Run, Spot, Run: The Ethics of Keeping Pets",Books,£20.02,£20.02,£20.02,In stock (2 available),Philosophy
"Saga, Volume 2 (Saga (Collected Editions) #2)",Books,£11.75,£11.75,£11.75,In stock (2 available),Sequential Art
The Course of Love,Books,£16.78,£16.78,£16.78,In stock (2 available),Fiction
Sugar Rush (Offensive Line #2),Books,£24.42,£24.42,£24.42,In stock (2 available),Sports and Games
"The Sandman, Vol. 2: The Doll's House (The Sandman (volumes) #2)",Books,£54.81,£54.81,£54.81,In stock (2 available),Sequential Art
The Sense of an Ending,Books,£31.38,£31.38,£31.38,In stock (2 available),Add a comment
"The Suffragettes (Little Black Classics, #96)",Books,£11.89,£11.89,£11.89,In stock (2 available),Nonfiction
#GIRLBOSS,Books,£50.96,£50.96,£50.96,In stock (3 available),Add a comment
8 Keys to Mental Health Through Exercise,Books,£31.04,£31.04,£31.04,In stock (3 available),Psychology
A Heartbreaking Work of Staggering Genius,Books,£54.29,£54.29,£54.29,In stock (3 available),Autobiography
A Storm of Swords (A Song of Ice and Fire #3),Books,£31.22,£31.22,£31.22,In stock (3 available),Fantasy
A Visit from the Goon Squad,Books,£14.08,£14.08,£14.08,In stock (3 available),Default
A Walk in the Woods: Rediscovering America on the Appalachian Trail,Books,£30.48,£30.48,£30.48,In stock (3 available),Nonfiction
And Then There Were None,Books,£35.01,£35.01,£35.01,In stock (3 available),Classics
Annie on My Mind,Books,£36.83,£36.83,£36.83,In stock (3 available),Young Adult
The Selfish Gene,Books,£29.45,£29.45,£29.45,In stock (1 available),Science
The Silent Twin (Detective Jennifer Knight #3),Books,£36.25,£36.25,£36.25,In stock (1 available),Fantasy
The Silent Wife,Books,£12.34,£12.34,£12.34,In stock (1 available),Fiction
The Story of Hong Gildong,Books,£43.19,£43.19,£43.19,In stock (1 available),Classics
The Tumor,Books,£41.56,£41.56,£41.56,In stock (1 available),Nonfiction
"The Wicked + The Divine, Vol. 1: The Faust Act (The Wicked + The Divine)",Books,£36.52,£36.52,£36.52,In stock (1 available),Sequential Art
The Zombie Room,Books,£19.69,£19.69,£19.69,In stock (1 available),Default
This One Moment (Pushing Limits #1),Books,£48.71,£48.71,£48.71,In stock (1 available),Romance
Three Wishes (River of Time: California #1),Books,£44.18,£44.18,£44.18,In stock (1 available),Science Fiction
Travels with Charley: In Search of America,Books,£57.82,£57.82,£57.82,In stock (1 available),Nonfiction
Twenty Love Poems and a Song of Despair,Books,£30.95,£30.95,£30.95,In stock (1 available),Poetry
Vampire Girl (Vampire Girl #1),Books,£53.82,£53.82,£53.82,In stock (1 available),Fantasy
"Vampire Knight, Vol. 1 (Vampire Knight #1)",Books,£15.40,£15.40,£15.40,In stock (1 available),Paranormal
Ways of Seeing,Books,£39.51,£39.51,£39.51,In stock (1 available),Art
When I'm Gone,Books,£51.96,£51.96,£51.96,In stock (1 available),Fiction
Where Lightning Strikes (Bleeding Stars #3),Books,£39.77,£39.77,£39.77,In stock (1 available),Romance
While You Were Mine,Books,£41.32,£41.32,£41.32,In stock (1 available),Historical Fiction
"Y: The Last Man, Vol. 1: Unmanned (Y: The Last Man #1)",Books,£18.51,£18.51,£18.51,In stock (1 available),Sequential Art
Diary of a Minecraft Zombie Book 1: A Scare of a Dare (An Unofficial Minecraft Book),Books,£52.88,£52.88,£52.88,In stock (2 available),Childrens
"Fruits Basket, Vol. 2 (Fruits Basket #2)",Books,£11.64,£11.64,£11.64,In stock (2 available),Sequential Art
Civilization and Its Discontents,Books,£59.95,£59.95,£59.95,In stock (3 available),Psychology
Cinder (The Lunar Chronicles #1),Books,£26.09,£26.09,£26.09,In stock (3 available),Young Adult
The Hook Up (Game On #1),Books,£36.29,£36.29,£36.29,In stock (1 available),New Adult
The Communist Manifesto,Books,£14.76,£14.76,£14.76,In stock (1 available),Add a comment
The Complete Maus (Maus #1-2),Books,£10.64,£10.64,£10.64,In stock (1 available),Sequential Art
The Edge of Reason (Bridget Jones #2),Books,£19.18,£19.18,£19.18,In stock (1 available),Womens Fiction
The End of the Jesus Era (An Investigation #1),Books,£14.40,£14.40,£14.40,In stock (1 available),Nonfiction
The Girl In The Ice (DCI Erika Foster #1),Books,£15.85,£15.85,£15.85,In stock (1 available),Mystery
The Haters,Books,£27.89,£27.89,£27.89,In stock (1 available),Young Adult
The Iliad,Books,£16.16,£16.16,£16.16,In stock (1 available),Add a comment
The Last Girl (The Dominion Trilogy #1),Books,£36.26,£36.26,£36.26,In stock (1 available),Science Fiction
The Light of the Fireflies,Books,£54.43,£54.43,£54.43,In stock (1 available),Add a comment
The Mirror & the Maze (The Wrath and the Dawn #1.5),Books,£29.38,£29.38,£29.38,In stock (1 available),Fantasy
The Little Prince,Books,£45.42,£45.42,£45.42,In stock (1 available),Classics
The Name of the Wind (The Kingkiller Chronicle #1),Books,£50.59,£50.59,£50.59,In stock (1 available),Default
The Girl You Lost,Books,£12.29,£12.29,£12.29,In stock (1 available),Mystery
The Nicomachean Ethics,Books,£36.34,£36.34,£36.34,In stock (1 available),Philosophy
The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency #1),Books,£57.70,£57.70,£57.70,In stock (1 available),Mystery
The Odyssey,Books,£29.64,£29.64,£29.64,In stock (1 available),Add a comment
The Republic,Books,£33.78,£33.78,£33.78,In stock (1 available),Add a comment
One Second (Seven #7),Books,£52.94,£52.94,£52.94,In stock (1 available),Fantasy
Origins (Alphas 0.5),Books,£28.99,£28.99,£28.99,In stock (1 available),Fantasy
"Ouran High School Host Club, Vol. 1 (Ouran High School Host Club #1)",Books,£29.87,£29.87,£29.87,In stock (1 available),Sequential Art
"Paper Girls, Vol. 1 (Paper Girls #1-5)",Books,£21.71,£21.71,£21.71,In stock (1 available),Sequential Art
Paradise Lost (Paradise #1),Books,£24.96,£24.96,£24.96,In stock (1 available),Default
"Rat Queens, Vol. 1: Sass & Sorcery (Rat Queens (Collected Editions) #1-5)",Books,£46.96,£46.96,£46.96,In stock (1 available),Sequential Art
"Rhythm, Chord & Malykhin",Books,£28.34,£28.34,£28.34,In stock (1 available),Romance
"Saga, Volume 1 (Saga (Collected Editions) #1)",Books,£28.48,£28.48,£28.48,In stock (1 available),Sequential Art
Sense and Sensibility,Books,£37.46,£37.46,£37.46,In stock (1 available),Classics
Settling the Score (The Summer Games #1),Books,£44.91,£44.91,£44.91,In stock (1 available),Sports and Games
Shadow Rites (Jane Yellowrock #10),Books,£21.72,£21.72,£21.72,In stock (1 available),Fantasy
Shameless,Books,£58.35,£58.35,£58.35,In stock (1 available),New Adult
Shatter Me (Shatter Me #1),Books,£42.40,£42.40,£42.40,In stock (1 available),Default
Sister Sable (The Mad Queen #1),Books,£13.33,£13.33,£13.33,In stock (1 available),Fantasy
"Skip Beat!, Vol. 01 (Skip Beat! #1)",Books,£42.12,£42.12,£42.12,In stock (1 available),Sequential Art
Starlark,Books,£25.83,£25.83,£25.83,In stock (1 available),Historical Fiction
The Art of Not Breathing,Books,£40.83,£40.83,£40.83,In stock (1 available),Young Adult
Taking Shots (Assassins #1),Books,£18.88,£18.88,£18.88,In stock (1 available),Default
The Bette Davis Club,Books,£30.66,£30.66,£30.66,In stock (1 available),Fiction
The Bhagavad Gita,Books,£57.49,£57.49,£57.49,In stock (1 available),Religion
"The Sandman, Vol. 1: Preludes and Nocturnes (The Sandman (volumes) #1)",Books,£54.12,£54.12,£54.12,In stock (1 available),Sequential Art
The Secret Healer,Books,£34.56,£34.56,£34.56,In stock (1 available),Historical Fiction
Jane Eyre,Books,£38.43,£38.43,£38.43,In stock (1 available),Default
Kitchens of the Great Midwest,Books,£57.20,£57.20,£57.20,In stock (1 available),Fiction
Listen to Me (Fusion #1),Books,£58.99,£58.99,£58.99,In stock (1 available),Romance
Lord of the Flies,Books,£24.89,£24.89,£24.89,In stock (1 available),Add a comment
Lost Among the Living,Books,£27.70,£27.70,£27.70,In stock (1 available),Historical Fiction
Matilda,Books,£28.34,£28.34,£28.34,In stock (1 available),Childrens
"Giant Days, Vol. 1 (Giant Days #1-4)",Books,£56.76,£56.76,£56.76,In stock (1 available),Sequential Art
"Fruits Basket, Vol. 1 (Fruits Basket #1)",Books,£40.28,£40.28,£40.28,In stock (1 available),Sequential Art
Having the Barbarian's Baby (Ice Planet Barbarians #7.5),Books,£34.96,£34.96,£34.96,In stock (1 available),Science Fiction
"Hawkeye, Vol. 1: My Life as a Weapon (Hawkeye #1)",Books,£45.24,£45.24,£45.24,In stock (1 available),Sequential Art
Icing (Aces Hockey #2),Books,£40.44,£40.44,£40.44,In stock (1 available),Sports and Games
Imperfect Harmony,Books,£34.74,£34.74,£34.74,In stock (1 available),Romance
Meditations,Books,£25.89,£25.89,£25.89,In stock (1 available),Philosophy
"Ms. Marvel, Vol. 1: No Normal (Ms. Marvel (2014-2015) #1)",Books,£39.39,£39.39,£39.39,In stock (1 available),Sequential Art
My Perfect Mistake (Over the Top #1),Books,£38.92,£38.92,£38.92,In stock (1 available),Romance
Myriad (Prentor #1),Books,£58.75,£58.75,£58.75,In stock (1 available),Fantasy
Of Mice and Men,Books,£47.11,£47.11,£47.11,In stock (1 available),Classics
Off Sides (Off #1),Books,£39.45,£39.45,£39.45,In stock (1 available),New Adult
Old Records Never Die: One Man's Quest for His Vinyl and His Past,Books,£55.66,£55.66,£55.66,In stock (1 available),Music
On the Road (Duluoz Legend),Books,£32.36,£32.36,£32.36,In stock (1 available),Default
Bounty (Colorado Mountain #7),Books,£37.26,£37.26,£37.26,In stock (1 available),Romance
Bridget Jones's Diary (Bridget Jones #1),Books,£29.82,£29.82,£29.82,In stock (1 available),Womens Fiction
Bright Lines,Books,£39.07,£39.07,£39.07,In stock (1 available),Fiction
Charity's Cross (Charles Towne Belles #4),Books,£41.24,£41.24,£41.24,In stock (1 available),Romance
Charlie and the Chocolate Factory (Charlie Bucket #1),Books,£22.85,£22.85,£22.85,In stock (1 available),Childrens
Choosing Our Religion: The Spiritual Lives of America's Nones,Books,£28.42,£28.42,£28.42,In stock (1 available),Religion
Deep Under (Walker Security #1),Books,£47.09,£47.09,£47.09,In stock (1 available),Romance
"1,000 Places to See Before You Die",Books,£26.08,£26.08,£26.08,In stock (1 available),Travel
1st to Die (Women's Murder Club #1),Books,£53.98,£53.98,£53.98,In stock (1 available),Mystery
A Spy's Devotion (The Regency Spies of London #1),Books,£16.97,£16.97,£16.97,In stock (1 available),Historical Fiction
"Ajin: Demi-Human, Volume 1 (Ajin: Demi-Human #1)",Books,£57.06,£57.06,£57.06,In stock (1 available),Sequential Art
Alice in Wonderland (Alice's Adventures in Wonderland #1),Books,£55.53,£55.53,£55.53,In stock (1 available),Classics
"Bleach, Vol. 1: Strawberry and the Soul Reapers (Bleach #1)",Books,£34.65,£34.65,£34.65,In stock (1 available),Sequential Art
Beyond Good and Evil,Books,£43.38,£43.38,£43.38,In stock (1 available),Philosophy
Blood Defense (Samantha Brinkman #1),Books,£20.30,£20.30,£20.30,In stock (1 available),Mystery
"Eat, Pray, Love",Books,£51.32,£51.32,£51.32,In stock (1 available),Nonfiction
Emma,Books,£32.93,£32.93,£32.93,In stock (1 available),Classics
Fighting Fate (Fighting #6),Books,£39.24,£39.24,£39.24,In stock (1 available),Romance
Forever Rockers (The Rocker #12),Books,£28.80,£28.80,£28.80,In stock (1 available),Music
Frankenstein,Books,£38.00,£38.00,£38.00,In stock (1 available),Default
